City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Melfi,IT,2021-09-24 07:22:13,40.9965,15.6514,62.4,32,10,3.22
296,Mattawa,US,2021-09-24 07:22:13,46.7379,-119.9028,60.12,55,6,4.23
297,Kharp,RU,2021-09-24 07:22:14,66.8014,65.8081,44.47,53,8,1.79
298,Avera,US,2021-09-24 07:18:51,33.194,-82.5271,57.7,72,0,6.31
299,Meulaboh,ID,2021-09-24 07:19:16,4.1363,96.1285,85.98,66,100,5.64
300,Rosetta,EG,2021-09-24 07:21:19,31.4044,30.4164,75.36,54,24,17.67
301,Panjakent,TJ,2021-09-24 07:22:15,39.4952,67.6093,78.6,14,0,7.56
302,Dayong,CN,2021-09-24 07:22:15,25.0209,118.2898,91.08,62,91,7.94
303,Ulaangom,MN,2021-09-24 07:22:16,49.9811,92.0667,53.38,36,77,7.99
304,Roros,NO,2021-09-24 07:22:16,62.5747,11.3842,35.44,93,75,2.3
305,Muroto,JP,2021-09-24 07:19:28,33.2833,134.15,78.84,62,100,11.65
306,Barra Do Garcas,BR,2021-09-24 07:14:21,-15.89,-52.2567,85.01,27,95,8.9
307,Grojec,PL,2021-09-24 07:22:17,51.8625,20.8676,56.48,77,100,20.96
308,Riyadh,SA,2021-09-24 07:15:23,24.6877,46.7219,95.14,13,12,9.06
309,Goure,NE,2021-09-24 07:22:17,13.9835,10.2704,84.02,54,100,4.9
310,Madimba,TZ,2021-09-24 07:22:18,-10.4,40.3333,82.96,57,60,12.15
311,Estreito,BR,2021-09-24 07:22:18,-5.7833,-43.25,73.44,81,48,2.57
312,Tabas,IR,2021-09-24 07:22:19,33.5959,56.9244,94.48,8,0,4.76
313,Port Hardy,CA,2021-09-24 07:18:36,50.6996,-127.4199,51.8,100,75,0.0
314,Praia Da Vitoria,PT,2021-09-24 07:17:35,38.7333,-27.0667,66.76,88,40,6.91
315,Naze,JP,2021-09-24 07:17:23,28.3667,129.4833,83.32,58,0,11.18
316,Nattam,IN,2021-09-24 07:22:20,10.2333,78.2333,93.65,45,100,4.76
317,Basco,PH,2021-09-24 07:22:21,20.4487,121.9702,84.6,75,8,19.1
318,Sigli,ID,2021-09-24 07:22:21,5.3848,95.9609,87.3,64,14,8.23
319,Ilulissat,GL,2021-09-24 07:22:22,69.2167,-51.1,24.82,68,40,2.3
320,Hasaki,JP,2021-09-24 07:17:48,35.7333,140.8333,79.2,65,82,10.16
321,Vernon,CA,2021-09-24 07:21:14,50.2581,-119.2691,58.14,64,6,6.91
322,Barra Do Bugres,BR,2021-09-24 07:22:22,-15.0725,-57.1811,78.91,43,23,4.43
323,Cherskiy,RU,2021-09-24 07:19:11,68.75,161.3,28.78,74,100,4.47
324,Panuco,MX,2021-09-24 07:22:23,22.05,-98.1667,75.04,80,83,2.04
325,Talnakh,RU,2021-09-24 07:16:43,69.4865,88.3972,40.06,60,1,2.24
326,Sandviken,SE,2021-09-24 07:18:14,60.6167,16.7667,47.43,87,100,9.91
327,Alta Floresta,BR,2021-09-24 07:22:24,-9.8756,-56.0861,78.19,51,96,3.42
328,Faanui,PF,2021-09-24 07:17:05,-16.4833,-151.75,77.25,71,16,10.4
329,Wenatchee,US,2021-09-24 07:21:53,47.4235,-120.3103,62.38,50,1,4.61
330,Tateyama,JP,2021-09-24 07:17:44,34.9833,139.8667,82.42,68,46,11.27
331,Emerald,AU,2021-09-24 07:22:25,-23.5333,148.1667,81.55,22,2,5.99
332,Beira,MZ,2021-09-24 07:22:26,-19.8436,34.8389,75.29,73,40,5.75
333,Abingdon,GB,2021-09-24 07:22:26,51.6711,-1.2828,57.76,93,75,5.75
334,Gigmoto,PH,2021-09-24 07:22:26,13.7796,124.39,85.21,74,74,10.13
335,Cabedelo,BR,2021-09-24 07:22:27,-6.9811,-34.8339,75.87,84,9,9.17
336,Zhirnovsk,RU,2021-09-24 07:22:27,50.9845,44.7735,52.48,70,100,3.91
337,Bada,RU,2021-09-24 07:22:28,51.392,109.8717,59.49,45,100,5.37
338,Malindi,KE,2021-09-24 07:22:28,-3.2175,40.1191,84.36,70,75,18.41
339,Lata,PT,2021-09-24 07:22:28,40.1629,-8.3327,59.36,95,12,4.0
340,Margate,GB,2021-09-24 07:18:19,51.3813,1.3862,58.71,88,78,1.01
341,Musoma,TZ,2021-09-24 07:22:29,-1.5,33.8,77.14,50,99,5.82
342,Auki,SB,2021-09-24 07:22:29,-8.7676,160.7034,80.76,76,93,0.81
343,Cockburn Town,TC,2021-09-24 07:17:13,21.4612,-71.1419,82.31,74,100,6.11
344,Paris,FR,2021-09-24 07:20:04,48.8534,2.3488,60.22,94,75,1.01
345,Santa Maria,BR,2021-09-24 07:19:12,-29.6842,-53.8069,51.78,97,33,2.59
346,Port Hawkesbury,CA,2021-09-24 07:22:30,45.6169,-61.3485,61.59,95,1,1.01
347,Salamiyah,SY,2021-09-24 07:22:31,35.0113,37.0532,74.8,45,5,23.8
348,Broken Hill,AU,2021-09-24 07:22:31,-31.95,141.4333,77.18,13,0,19.77
349,Pevek,RU,2021-09-24 07:16:52,69.7008,170.3133,28.53,81,100,13.02
350,Kamyshin,RU,2021-09-24 07:22:32,50.0983,45.416,51.04,81,100,6.82
351,Labuan,MY,2021-09-24 07:22:32,5.2767,115.2417,87.96,70,20,6.91
352,Sinnamary,GF,2021-09-24 07:22:33,5.3833,-52.95,78.82,87,72,8.21
353,Geraldton,AU,2021-09-24 07:22:33,-28.7667,114.6,75.61,46,1,24.16
354,Lewistown,US,2021-09-24 07:22:33,40.5992,-77.5714,52.9,97,75,0.0
355,Budogoshch,RU,2021-09-24 07:22:34,59.2816,32.4707,48.24,67,100,11.05
356,Stubbekobing,DK,2021-09-24 07:22:34,54.8887,12.041,56.05,71,100,22.17
357,Salekhard,RU,2021-09-24 07:22:35,66.53,66.6019,43.41,57,3,1.14
358,Craig,US,2021-09-24 07:22:35,40.5153,-107.5464,54.54,70,1,3.44
359,Poros,GR,2021-09-24 07:19:50,37.4994,23.4536,71.73,41,7,3.65
360,Languyan,PH,2021-09-24 07:22:36,5.2618,120.0807,84.74,69,98,8.97
361,Ribas Do Rio Pardo,BR,2021-09-24 07:22:36,-20.4431,-53.7592,71.49,43,87,4.65
362,Lebu,CL,2021-09-24 07:17:49,-37.6167,-73.65,49.89,86,5,7.7
363,Aden,YE,2021-09-24 07:22:37,12.7794,45.0367,88.18,72,87,5.95
364,Ahipara,NZ,2021-09-24 07:22:37,-35.1667,173.1667,55.31,82,14,10.6
365,Vanavara,RU,2021-09-24 07:22:38,60.34,102.2797,43.92,42,81,2.13
366,Solnechnyy,RU,2021-09-24 07:22:38,50.7214,136.6319,61.07,41,0,2.71
367,San Patricio,US,2021-09-24 07:17:00,28.017,-97.5169,75.81,57,0,5.97
368,Ntungamo,UG,2021-09-24 07:22:38,-0.8833,29.65,76.89,59,100,0.96
369,Bam,IR,2021-09-24 07:22:06,29.106,58.357,95.52,12,5,8.63
370,Terrak,NO,2021-09-24 07:22:39,65.087,12.3715,46.27,80,100,5.14
371,Sept-Iles,CA,2021-09-24 07:17:00,50.2001,-66.3821,52.05,86,90,4.0
372,Constantine,DZ,2021-09-24 07:22:40,36.365,6.6147,78.21,41,75,9.22
373,Kidal,ML,2021-09-24 07:17:28,18.4411,1.4078,88.84,33,75,8.21
374,Brae,GB,2021-09-24 07:22:41,60.3964,-1.353,53.51,93,100,27.22
375,Saint-Georges,GD,2021-09-24 07:22:41,12.0564,-61.7485,82.08,83,20,10.36
376,Xinqing,CN,2021-09-24 07:22:42,48.2333,129.5,64.26,42,99,1.57
377,Birao,CF,2021-09-24 07:22:42,10.2849,22.7882,77.29,87,100,6.38
378,Roald,NO,2021-09-24 07:17:34,62.5833,6.1333,48.9,87,75,16.11
379,Champerico,GT,2021-09-24 07:22:43,14.3,-91.9167,81.72,87,91,6.62
380,Mehamn,NO,2021-09-24 07:18:09,71.0357,27.8492,46.58,80,100,21.72
381,Chipata,ZM,2021-09-24 07:22:43,-13.6333,32.65,75.25,42,0,7.65
382,Opuwo,NA,2021-09-24 07:21:21,-18.0607,13.84,82.33,10,5,9.98
383,Kutum,SD,2021-09-24 07:22:44,14.2,24.6667,81.81,19,77,16.64
384,Zhigalovo,RU,2021-09-24 07:22:44,54.8097,105.1578,47.7,75,100,4.74
385,Ughelli,NG,2021-09-24 07:22:44,5.4899,6.0074,79.14,84,86,1.9
386,Zhigansk,RU,2021-09-24 07:17:53,66.7697,123.3711,43.52,58,100,13.65
387,Savelugu,GH,2021-09-24 07:22:45,9.6244,-0.8253,75.78,88,100,1.68
388,Bilma,NE,2021-09-24 07:18:52,18.6853,12.9164,85.78,12,7,9.46
389,Cruzeiro Do Oeste,BR,2021-09-24 07:22:46,-23.785,-53.0733,64.38,49,58,5.03
390,Bria,CF,2021-09-24 07:22:46,6.5423,21.9863,67.66,98,100,5.48
391,Port-Gentil,GA,2021-09-24 07:18:15,-0.7193,8.7815,76.96,94,90,6.91
392,Dharchula,IN,2021-09-24 07:22:47,29.85,80.5333,82.36,61,81,6.51
393,Suluq,LY,2021-09-24 07:22:47,31.6682,20.2521,75.49,51,0,12.35
394,Irituia,BR,2021-09-24 07:22:47,-1.7711,-47.4381,71.17,98,43,2.59
395,Amot,NO,2021-09-24 07:22:48,59.5714,7.9877,42.82,78,100,3.42
396,Muli,MV,2021-09-24 07:19:12,2.9167,73.5667,82.47,77,89,11.68
397,Mabaruma,GY,2021-09-24 07:22:48,8.2,-59.7833,74.21,96,11,2.46
398,Whitehorse,CA,2021-09-24 07:22:49,60.7161,-135.0538,45.37,76,75,18.41
399,Samarai,PG,2021-09-24 07:22:49,-10.6167,150.6667,78.12,88,76,14.72
400,Cay,TR,2021-09-24 07:22:50,38.5917,31.0286,47.75,65,39,5.06
401,Aswan,EG,2021-09-24 07:22:50,24.0934,32.907,91.89,23,0,13.49
402,Oudtshoorn,ZA,2021-09-24 07:22:50,-33.5907,22.2014,61.16,60,100,1.86
403,Sambava,MG,2021-09-24 07:19:02,-14.2667,50.1667,77.56,58,0,14.79
404,Save,BJ,2021-09-24 07:22:52,8.0425,2.486,75.09,92,58,3.53
405,Port Blair,IN,2021-09-24 07:19:21,11.6667,92.75,84.94,71,96,13.53
406,Westport,US,2021-09-24 07:22:41,41.1415,-73.3579,71.8,95,90,4.0
407,Acapulco,MX,2021-09-24 07:19:22,16.8634,-99.8901,78.85,86,46,3.89
408,Limenaria,GR,2021-09-24 07:22:53,40.6261,24.5786,64.94,54,62,1.79
409,Chirongui,YT,2021-09-24 07:22:54,-12.9319,45.1483,84.13,71,0,8.48
410,Yulara,AU,2021-09-24 07:17:16,-25.2406,130.9889,84.04,6,11,10.36
411,Datia,IN,2021-09-24 07:22:54,25.6667,78.4667,85.8,68,80,8.79
412,Marawi,PH,2021-09-24 07:22:55,7.9986,124.2928,76.64,74,90,6.38
413,Sao Francisco De Paula,BR,2021-09-24 07:22:55,-29.4481,-50.5836,54.48,99,100,2.73
414,Tsybli,UA,2021-09-24 07:22:55,49.9948,31.5628,48.33,92,100,23.71
415,Luena,AO,2021-09-24 07:22:56,-11.7833,19.9167,77.79,19,58,4.85
416,Mount Isa,AU,2021-09-24 07:17:58,-20.7333,139.5,89.37,10,0,5.75
417,Salalah,OM,2021-09-24 07:22:56,17.0151,54.0924,87.89,66,40,11.5
418,Kalevala,RU,2021-09-24 07:22:57,65.2,31.1667,43.81,93,100,9.17
419,Natalinsk,RU,2021-09-24 07:22:57,56.4739,57.8698,53.01,54,100,5.68
420,Wladyslawowo,PL,2021-09-24 07:22:58,54.7909,18.4009,56.93,78,100,27.98
421,Nome,US,2021-09-24 07:17:33,64.5011,-165.4064,32.07,74,75,4.61
422,Evensk,RU,2021-09-24 07:22:58,61.95,159.2333,42.44,81,84,3.47
423,Rio Cauto,CU,2021-09-24 07:22:59,20.5603,-76.9161,76.26,92,93,3.38
424,Lakes Entrance,AU,2021-09-24 07:22:59,-37.8811,147.981,62.58,78,32,15.93
425,Pedro Ii,BR,2021-09-24 07:23:00,-4.4247,-41.4586,69.08,76,54,3.94
426,Clyde River,CA,2021-09-24 07:17:28,70.4692,-68.5914,27.32,69,39,6.29
427,Xichang,CN,2021-09-24 07:23:00,27.8964,102.2634,81.52,53,5,7.27
428,Monaragala,LK,2021-09-24 07:23:01,6.8714,81.3487,94.23,46,100,2.48
429,Eureka,US,2021-09-24 07:18:40,40.8021,-124.1637,54.21,64,32,2.77
430,Hvide Sande,DK,2021-09-24 07:23:01,56.0045,8.1294,57.99,76,0,13.8
431,Obo,CF,2021-09-24 07:23:02,5.3998,26.4869,73.78,84,100,6.08
432,Aginskoye,RU,2021-09-24 07:23:02,51.1,114.53,57.69,53,25,9.71
433,Nicoya,CR,2021-09-24 07:23:03,10.1483,-85.452,73.71,95,100,3.47
434,Big Rapids,US,2021-09-24 07:19:13,43.6981,-85.4837,51.03,93,90,5.75
435,Nadym,RU,2021-09-24 07:23:03,65.5333,72.5167,39.07,81,100,9.48
436,Lake City,US,2021-09-24 07:23:04,30.1897,-82.6393,65.95,88,40,0.0
437,Santa Cruz,BO,2021-09-24 07:23:04,-17.8,-63.1667,72.86,46,0,16.11
438,Tergnier,FR,2021-09-24 07:23:04,49.6561,3.3011,60.49,94,100,6.15
439,Charters Towers,AU,2021-09-24 07:23:05,-20.1,146.2667,81.52,30,3,13.65
440,Saint-Augustin,CA,2021-09-24 07:23:05,51.226,-58.6502,42.87,86,94,4.52
441,Xam Nua,LA,2021-09-24 07:23:06,20.4197,104.0439,68.52,99,100,2.44
442,Grand Gaube,MU,2021-09-24 07:18:04,-20.0064,57.6608,77.4,68,5,11.01
443,Nanortalik,GL,2021-09-24 07:17:03,60.1432,-45.2371,34.39,68,2,17.78
444,Kasongo,CD,2021-09-24 07:23:06,-4.45,26.6667,78.1,64,89,2.59
445,San Rafael,AR,2021-09-24 07:23:07,-34.6177,-68.3301,56.89,43,0,3.0
446,Murashi,RU,2021-09-24 07:23:07,59.3999,48.9615,45.16,93,100,11.12
447,Estelle,US,2021-09-24 07:23:08,29.8458,-90.1067,70.99,72,1,4.61
448,Buin,CL,2021-09-24 07:23:08,-33.7333,-70.75,48.24,28,0,3.65
449,Lebork,PL,2021-09-24 07:23:08,54.5392,17.7501,56.91,83,96,19.3
450,Bireun,ID,2021-09-24 07:23:09,5.203,96.7009,86.63,65,30,9.64
451,Lao Cai,VN,2021-09-24 07:23:09,22.4833,103.95,88.72,61,53,4.23
452,Muhlhausen,DE,2021-09-24 07:23:10,51.2167,10.45,59.56,86,100,10.49
453,Pondicherry,IN,2021-09-24 07:23:10,11.93,79.83,89.6,57,52,8.81
454,Abalak,RU,2021-09-24 07:23:11,58.1286,68.5944,49.66,62,100,9.33
455,Grenfell,AU,2021-09-24 07:23:11,-33.9,148.1667,64.45,53,5,11.07
456,At-Bashi,KG,2021-09-24 07:23:11,41.1702,75.8106,65.43,18,0,7.54
457,Luan,CH,2021-09-24 07:23:12,46.3592,6.9759,56.05,87,0,2.68
458,Katobu,ID,2021-09-24 07:23:12,-4.9408,122.5276,84.79,60,89,2.75
459,Ilihan,PH,2021-09-24 07:23:13,13.6256,121.0753,84.09,71,76,12.46
460,Tessalit,ML,2021-09-24 07:23:14,20.1986,1.0114,88.48,11,6,9.4
461,Chardara,KZ,2021-09-24 07:23:14,41.2547,67.9692,79.83,20,0,4.54
462,Flinders,AU,2021-09-24 07:17:58,-34.5833,150.8552,78.21,43,0,9.66
463,Shar,KZ,2021-09-24 07:23:15,49.5886,81.0453,45.16,46,100,13.35
464,Chimbote,PE,2021-09-24 07:19:24,-9.0853,-78.5783,61.81,88,77,5.66
465,Upington,ZA,2021-09-24 07:17:45,-28.4478,21.2561,66.58,26,0,3.44
466,Acari,PE,2021-09-24 07:18:35,-15.4311,-74.6158,64.29,78,43,1.36
467,Mazagao,BR,2021-09-24 07:23:16,-0.115,-51.2894,78.85,94,81,4.14
468,Goderich,CA,2021-09-24 07:23:16,43.7501,-81.7165,56.91,87,100,18.41
469,Mitsamiouli,KM,2021-09-24 07:23:16,-11.3847,43.2844,84.49,54,40,13.8
470,Baturaja,ID,2021-09-24 07:23:17,-4.1333,104.1667,86.79,64,88,3.18
471,Laurel,US,2021-09-24 07:23:17,39.0993,-76.8483,58.64,93,1,0.0
472,Banjar,ID,2021-09-24 07:23:18,-8.19,114.9675,84.06,80,77,4.16
473,Beloha,MG,2021-09-24 07:23:18,-25.1667,45.05,82.4,37,0,10.45
474,Viedma,AR,2021-09-24 07:23:18,-40.8135,-62.9967,50.23,85,100,9.22
475,Olafsvik,IS,2021-09-24 07:23:19,64.8945,-23.7142,40.08,92,100,21.74
476,Aasiaat,GL,2021-09-24 07:23:19,68.7098,-52.8699,15.49,97,83,6.58
477,Bertoua,CM,2021-09-24 07:23:20,4.5833,13.6833,68.54,98,100,2.15
478,Sulina,RO,2021-09-24 07:23:20,45.1559,29.6536,58.86,55,100,17.34
479,Ann Arbor,US,2021-09-24 07:23:20,42.2776,-83.7409,51.19,93,20,1.99
480,Tallahassee,US,2021-09-24 07:23:21,30.4383,-84.2807,65.64,89,1,4.61
481,Baie-Comeau,CA,2021-09-24 07:22:02,49.2168,-68.1489,54.1,94,90,17.27
482,Isla Aguada,MX,2021-09-24 07:23:21,18.7833,-91.4667,80.87,77,100,5.35
483,Homer,US,2021-09-24 07:23:22,59.6425,-151.5483,44.47,87,90,3.44
484,Visaginas,LT,2021-09-24 07:23:22,55.6,26.4167,48.27,92,100,12.28
485,Dwarka,IN,2021-09-24 07:23:22,22.2394,68.9678,84.15,73,9,10.42
486,Casper,US,2021-09-24 07:23:23,42.8666,-106.3131,54.5,56,20,0.0
487,Port Lincoln,AU,2021-09-24 07:20:42,-34.7333,135.8667,56.14,61,50,18.05
488,Panama City,PA,2021-09-24 07:18:37,8.9936,-79.5197,77.16,91,90,2.3
489,Maypangdan,PH,2021-09-24 07:23:24,11.6519,125.4503,85.8,72,100,10.29
490,Karpathos,GR,2021-09-24 07:23:24,35.507,27.2132,71.56,49,0,31.07
491,Puri,IN,2021-09-24 07:23:25,19.8,85.85,91.92,72,100,8.97
492,Portsmouth,GB,2021-09-24 07:23:25,50.799,-1.0913,59.11,86,4,5.01
493,Loukhi,RU,2021-09-24 07:23:25,66.0764,33.0381,44.96,90,100,9.31
494,Aketi,CD,2021-09-24 07:23:26,2.7388,23.7833,69.31,99,100,0.72
495,Deputatskiy,RU,2021-09-24 07:23:26,69.3,139.9,34.48,72,11,4.99
496,Pioner,RU,2021-09-24 07:23:27,55.3166,85.9508,40.44,75,75,6.71
497,Mahon,ES,2021-09-24 07:19:20,39.8885,4.2658,75.76,78,75,13.8
498,Atar,MR,2021-09-24 07:16:48,20.5169,-13.0499,83.5,30,0,8.01
499,Road Town,VG,2021-09-24 07:23:28,18.4167,-64.6167,82.49,70,57,7.34
500,Zarichne,UA,2021-09-24 07:23:28,51.8126,26.129,50.27,84,96,20.24
501,Hwange,ZW,2021-09-24 07:23:29,-18.3693,26.5019,75.88,47,0,8.23
502,Bonnyville,CA,2021-09-24 07:23:29,54.2668,-110.735,37.2,56,98,7.34
503,Coihaique,CL,2021-09-24 07:23:29,-45.5752,-72.0662,49.95,76,0,9.22
504,Mount Gambier,AU,2021-09-24 07:17:16,-37.8333,140.7667,53.51,66,75,23.02
505,Middletown,US,2021-09-24 07:21:30,39.5151,-84.3983,51.15,88,1,0.0
506,Ceuta,ES,2021-09-24 07:23:30,35.8903,-5.3075,71.62,93,100,5.32
507,Port Keats,AU,2021-09-24 07:23:31,-14.25,129.55,84.02,38,100,13.13
508,Oistins,BB,2021-09-24 07:19:34,13.0667,-59.5333,82.49,78,40,10.36
509,Bulawayo,ZW,2021-09-24 07:23:31,-20.15,28.5833,70.27,33,0,7.05
510,Vung Tau,VN,2021-09-24 07:18:05,10.346,107.0843,84.16,71,100,10.58
511,Pangai,TO,2021-09-24 07:23:32,-19.8,-174.35,76.32,78,100,6.06
512,Henties Bay,NA,2021-09-24 07:19:07,-22.116,14.2845,59.99,74,0,6.76
513,Puerto Del Rosario,ES,2021-09-24 07:23:32,28.5004,-13.8627,69.55,78,20,9.22
514,Grenada,ES,2021-09-24 07:20:42,37.1882,-3.6067,70.7,76,20,4.61
515,Te Anau,NZ,2021-09-24 07:18:46,-45.4167,167.7167,41.09,97,100,6.31
516,Ondjiva,AO,2021-09-24 07:23:33,-17.0667,15.7333,80.64,18,0,2.3
517,Keffi,NG,2021-09-24 07:23:34,8.8486,7.8736,74.19,92,100,1.77
518,Gumdag,TM,2021-09-24 07:23:34,39.2061,54.5906,85.41,37,0,2.08
519,Thinadhoo,MV,2021-09-24 07:23:34,0.5333,72.9333,79.11,81,100,17.63
520,Georgiyevka,KZ,2021-09-24 07:23:35,43.0369,74.7114,71.64,18,0,4.47
521,Todos Santos,MX,2021-09-24 07:23:35,23.45,-110.2167,81.01,85,11,4.09
522,Canakkale,TR,2021-09-24 07:23:36,40.0833,26.8333,57.81,51,17,3.4
523,La Palma,US,2021-09-24 07:23:36,33.8464,-118.0467,76.51,89,1,0.0
524,Coxim,BR,2021-09-24 07:23:36,-18.5067,-54.76,77.9,33,100,6.49
525,Kluczbork,PL,2021-09-24 07:23:37,50.9728,18.2182,52.79,73,100,17.92
526,Namtsy,RU,2021-09-24 07:23:37,62.7161,129.6658,46.51,60,100,8.61
527,Lima,PE,2021-09-24 07:23:27,-12.0432,-77.0282,58.39,86,90,4.61
528,Neftcala,AZ,2021-09-24 07:23:38,39.3742,49.2472,75.51,69,39,10.65
529,Namatanai,PG,2021-09-24 07:23:38,-3.6667,152.4333,82.36,76,34,9.84
530,Ahuimanu,US,2021-09-24 07:23:38,21.4447,-157.8378,78.51,75,20,9.22
531,Mozarlandia,BR,2021-09-24 07:23:39,-14.7447,-50.5706,91.4,25,100,3.2
532,Maragogi,BR,2021-09-24 07:23:39,-9.0122,-35.2225,74.91,85,61,11.21
533,Trofors,NO,2021-09-24 07:23:40,65.5333,13.4063,45.75,92,100,5.46
534,Pangkalanbuun,ID,2021-09-24 07:23:40,-2.6833,111.6167,88.16,64,77,1.61
535,Kirensk,RU,2021-09-24 07:23:40,57.7853,108.1119,54.81,39,100,4.07
536,Edea,CM,2021-09-24 07:23:41,3.8,10.1333,74.17,94,100,1.12
537,Kaspiysk,RU,2021-09-24 07:23:41,42.8816,47.6392,64.58,82,90,15.66
538,Tacuarembo,UY,2021-09-24 07:23:42,-31.7333,-55.9833,54.28,97,100,4.81
539,Asekeyevo,RU,2021-09-24 07:23:42,53.5742,52.7972,59.65,38,100,20.04
540,Bubaque,GW,2021-09-24 07:23:42,11.2833,-15.8333,81.59,73,100,3.58
541,Muswellbrook,AU,2021-09-24 07:23:43,-32.2667,150.9,71.47,35,95,12.21
542,Shingu,JP,2021-09-24 07:23:43,33.7333,135.9833,81.91,72,19,6.29
543,Johnstown,US,2021-09-24 07:22:46,40.3267,-78.922,52.92,82,1,6.91
544,Kargasok,RU,2021-09-24 07:23:44,59.0556,80.8572,37.45,98,100,10.47
545,Krasnyy Chikoy,RU,2021-09-24 07:23:44,50.3643,108.7512,61.5,48,100,5.06
